company_name,matched_to,world_rank_2022,world_rank_2021,world_rank_2020,local_rank_2022,local_rank_2021,local_rank_2020,num_employees,founded_year,ipo_year,currency,total_revenue_2019,total_revenue_2020,total_revenue_2021,total_revenue_2022,basic_eps_2019,basic_eps_2020,basic_eps_2021,basic_eps_2022,total_assets_2019,total_assets_2020,total_assets_2021,total_assets_2022,net_income_2019,net_income_2020,net_income_2021,net_income_2022,total_liabilities_2019,total_liabilities_2020,total_liabilities_2021,total_liabilities_2022,total_equity_2019,total_equity_2020,total_equity_2021,total_equity_2022,investing_cashflow_2019,investing_cashflow_2020,investing_cashflow_2021,investing_cashflow_2022,total_capitalization_2019,total_capitalization_2020,total_capitalization_2021,total_capitalization_2022
CHINA SPACESAT,"China Spacesat Co.,Ltd.",3319,3353,3471,635,455,543,4100,,,CNY,6.463,7.007,7.059,8.242,0.28,0.3,0.2,,11.63,11.59,13.099,13.748,0.336,0.354,0.233,0.286,4.287,3.848,5.163,5.604,7.343,7.743,7.936,8.144,-0.289,-0.291,-0.351,-0.088,5.727,5.905,6.032,6.257
BAIC BLUEPARK NEW ENERGY TECHNOLOGY,"BAIC BluePark New Energy Technology Co.,Ltd.",2674,2351,3951,447,555,647,,1992,,CNY,23.589,5.272,8.697,,0.0264,-1.8555,-1.3035,,59.136,43.626,39.081,,0.092,-6.482,-5.244,,41.484,32.242,27.396,,17.652,11.384,11.685,,-5.699,2.996,-2.33,,27.1,20.375,17.835,
HENGYI PETROCHEMICAL,"Hengyi Petrochemical Co., Ltd.",2774,2788,2483,476,366,343,16557,1990,,CNY,79.621,86.43,128.98,152.05,1.13,0.8300000000000001,0.93,-0.3,85.231,92.26,105.549,111.965,3.201,3.072,3.408,-1.08,56.167,61.968,72.609,79.307,29.063,30.292,32.94,32.658,-12.489,-7.952,-7.552,-2.126,39.976,44.138,44.505,45.615
KEBODA TECHNOLOGY,"KEBODA TECHNOLOGY Co., Ltd.",3328,4430,4028,636,630,691,,,,CNY,2.922,2.914,2.807,3.384,1.295,1.2864,0.972,1.1203,3.934,4.71,4.856,5.295,0.475,0.515,0.389,0.45,0.575,0.756,0.644,0.992,3.359,3.954,4.211,4.304,-1.142,-0.213,0.093,-0.003,3.241,3.813,04.08,4.158
CHACHA FOOD COMPANY,"Chacha Food Company, Limited",3554,5086,4598,690,624,804,4603,,,CNY,4.837,5.289,5.985,6.883,1.216,1.597,1.839,,5.409,6.979,8.072,8.547,0.604,0.805,0.929,0.976,1.754,2.771,3.276,3.276,3.655,4.208,4.796,5.271,-0.153,-0.178,-0.596,0.313,3.654,5.436,06.06,6.57
YIHAI INTERNATIONAL HOLDING,Yihai International Holding Ltd.,3468,2844,2241,666,179,301,2127,,,CNY,4.282,5.36,5.943,6.147,0.741,0.902,0.782,,3.312,4.287,5.005,5.551,0.719,0.885,0.766,0.742,0.584,0.774,0.896,1.014,2.728,3.514,4.109,4.537,-0.947,-0.073,-0.922,-0.573,2.614,3.295,3.806,4.32
TIANJIN 712 COMMUNICATION & BROADCASTING,"TianJin 712 Communication & Broadcasting Co., Ltd.",3290,3539,4222,629,534,729,2106,,,CNY,2.141,2.696,3.451,04.04,0.45,0.68,0.9,,5.465,6.875,8.588,9.823,0.345,0.523,0.688,0.775,2.906,3.871,4.972,5.449,2.558,3.004,3.615,4.374,-0.063,-0.22,-0.556,-0.04,2.602,3.104,3.615,4.708
HEBEI HENGSHUI LAOBAIGAN LIQUOR,"Hebei Hengshui Laobaigan Liquor Co., Ltd.",4174,5264,6299,860,606,,5903,,,CNY,04.03,3.598,4.027,4.653,0.45,0.35,0.43,0.78,6.273,6.465,7.605,8.918,0.404,0.313,0.389,0.708,2.979,2.994,3.881,4.571,3.294,3.471,3.725,4.347,-0.389,-0.458,-0.874,-0.388,3.289,3.465,3.725,4.347
PIOTECH INC.,Piotech Inc.,,,,,,,,,,CNY,0.251,0.436,0.758,1.706,,,0.72,,1.074,1.814,2.518,7.313,-0.019,-0.011,0.068,0.369,0.26,0.692,1.324,3.605,0.814,1.122,1.193,3.708,-0.014,-0.006,-0.15,-0.151,0.814,1.122,1.193,3.982
"AIM VACCINE CO., LTD.","AIM Vaccine Co., Ltd.",,,,,,,,,,CNY,0.952,1.638,1.57,1.264,0.097053,0.313534,-0.572676,,2.951,4.688,8.072,8.876,0.117,0.379,-0.693,-0.32,1.333,1.266,2.373,3.015,1.618,3.422,5.699,5.861,-0.34,-0.605,-1.338,-0.858,1.567,3.422,5.077,5.3
GUANGDONG HEC TECHNOLOGYHOLDING,,3937,4241,3067,781,1026,457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JAFRON BIOMEDICAL,"Jafron Biomedical Co.,Ltd.",2562,3032,3088,423,316,464,1895,1989,,CNY,1.432,1.951,2.675,2.491,0.72,1.1,1.49,,2.495,3.217,4.81,5.413,0.571,0.875,1.197,0.89,0.324,0.383,1.426,1.823,2.171,2.834,3.384,3.59,-0.197,-0.341,-0.67,-0.306,2.142,2.807,4.256,4.511
DONLINKS INTERNATIONAL INVESTMENT,,4916,6096,9531,1070,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"YUNNAN CHIHONG ZINC & GERMANIUM CO., LTD.","Yunnan Chihong Zinc & Germanium Co., Ltd.",3882,3783,,767,,,9735,,,CNY,16.403,19.165,21.717,21.9,0.1526,0.0926,0.1148,0.1315,31.373,29.239,28.59,26.6,0.777,0.472,0.584,0.67,13.655,12.189,11.393,9.379,17.717,17.05,17.197,17.221,-1.183,-0.521,-0.888,-0.586,17.547,19.938,19.326,18.45
DO-FLUORIDE CHEMICALS,,3273,3016,6673,624,1105,,4348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GDS HOLDINGS,GDS Holdings Limited,2241,1822,1698,360,158,216,1479,2006,2016,CNY,4.122,5.739,7.819,9.326,-3.6,-4.72,-7.2,,31.493,57.259,71.632,74.814,-0.442,-0.666,-1.187,-1.459,20.137,30.591,45.736,50.629,11.356,26.668,25.896,24.185,-5.131,-9.378,-13.692,-11.275,21.434,39.163,45.613,51.881
YOUNGY,"YOUNGY Co.,Ltd.",3486,2677,8008,671,1335,,,,,CNY,0.27,0.39,0.921,2.992,-1.256,0.081,0.263,9.3968,0.81,1.017,1.347,3.86,-0.326,0.021,0.068,2.44,0.219,0.403,0.637,0.649,0.591,0.614,0.71,3.211,0.012,-0.065,-0.081,-0.579,0.547,0.617,0.65,3.091
WUHAN ZHONGSHANG COMMERCIAL GROUP,,3096,3304,1783,564,313,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SICHUAN HEBANG BIOTECHNOLOGY CORPORATION LIMITED,Sichuan Hebang Biotechnology Corporation Limited,3526,4078,,681,,,4803,,,CNY,5.969,5.261,9.867,13.039,0.0597,0.0048,0.3578,,14.484,14.74,17.922,24.103,0.517,0.041,3.023,3.807,3.031,3.433,3.285,4.339,11.453,11.307,14.637,19.763,-1.276,-0.21,-1.722,-0.807,11.459,11.404,14.314,19.527
PINGDINGSHAN TIANAN COAL. MINING,"Pingdingshan Tianan Coal. Mining Co., Ltd.",4741,4987,6502,1016,1108,,,,,CNY,23.635,22.397,29.699,36.044,0.4942,0.6046,1.2632,2.4727,54.261,53.522,63.918,74.157,1.155,1.388,2.922,5.725,37.961,35.752,44.699,49.382,16.3,17.771,19.219,24.775,-3.267,-3.516,-4.394,-10.463,25.401,24.031,21.848,24.854
SHENERGY COMPANY,Shenergy Company Limited,3165,3660,3184,591,663,479,,,,CNY,38.841,19.709,25.313,28.193,0.483,0.487,0.313,0.221,67.944,76.298,89.637,89.9,2.286,2.393,1.642,1.082,30.08,37.363,51.103,51.739,37.865,38.935,38.534,38.161,-5.302,-5.462,-3.399,-2.217,41.521,43.746,45.812,50.266
SHANGHAI ELECTRIC POWER COMPANY,,3272,5104,3973,623,899,677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CANSINO BIOLOGICS,CanSino Biologics Inc.,2240,1667,5602,359,277,,,2009,,CNY,0.0,0.019,4.3,1.031,-0.77,-1.72,7.74,-3.68,1.784,6.748,11.874,11.469,-0.157,-0.397,1.914,-0.909,0.314,0.677,3.326,4.223,1.471,6.071,8.548,7.246,-0.798,-0.183,-2.531,-1.192,1.601,6.161,8.035,7.626
TITAN WIND ENERGY (SUZHOU),"Titan Wind Energy (Suzhou) Co.,Ltd",3360,4689,5799,645,1038,,2483,,,CNY,6.058,8.1,8.172,,0.42,0.6000000000000001,0.73,,13.066,14.748,15.7,,0.747,01.05,1.31,,7.118,7.858,7.85,,5.948,6.89,7.85,,-0.916,-0.91,-0.442,,7.627,8.884,9.936,
TONGFU MICROELECTRONICS,"Tongfu Microelectronics Co.,Ltd",3928,4025,4012,780,503,686,13594,,,CNY,8.267,10.769,15.812,21.429,0.02,0.29,0.72,,16.157,21.231,27.101,35.629,0.019,0.338,0.957,0.502,9.655,11.216,16.079,21.067,6.502,10.015,11.022,14.562,-2.258,-5.205,-4.968,-7.196,6.869,12.027,14.649,19.859
WESTONE INFORMATION INDUSTRY,,2771,2912,3873,474,1097,628,,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KINGFA SCI. & TECH,Kingfa Science & Technology (India) Limited,3151,2860,4238,586,398,733,10258,,,INR,,7.415,6.272,10.477,,20.33,4.39,25.29,,5.963,6.71,8.767,,0.246,0.053,0.306,,2.477,3.171,4.921,,3.486,3.54,3.846,,-0.629,-0.139,-0.181,,3.667,3.784,4.015
HUAXIN CEMENT,"Huaxin Cement Co., Ltd.",2821,3092,2167,492,451,286,,,,CNY,31.439,29.357,32.464,30.47,03.03,2.69,2.58,,36.645,43.929,52.55,64.242,6.342,5.631,5.364,2.699,13.278,18.189,23.172,33.403,23.368,25.74,29.378,30.838,-4.487,-5.008,-6.794,-8.383,24.547,29.019,35.14,39.006
"SHANGHAI MICROPORT MEDBOT (GROUP) CO., LTD.","Shanghai MicroPort MedBot (Group) Co., Ltd.",,,,,,,,,,CNY,0.0,0.0,0.002,,-0.0732309999999999,-0.212868,-0.63,,0.078,1.704,2.792,,-0.07,-0.209,-0.583,,0.052,0.263,0.402,,0.026,1.441,2.39,,0.027,-0.015,-0.397,,0.026,1.443,2.393,
NANJING KING-FRIEND BIOCHEMICAL PHARMACEUTICAL CO. LTD,"Nanjing King-Friend Biochemical Pharmaceutical Co., Ltd",2463,3386,2989,402,519,442,,,,CNY,2.47,2.915,3.687,,0.5,0.66,0.87,,5.078,7.72,8.217,,0.605,0.806,1.059,,2.074,3.976,2.814,,3.004,3.745,5.403,,-0.154,-1.173,0.17,,2.966,4.848,5.853,
BANK OF CHANGSHA,"Bank of Changsha Co., Ltd.",3248,3326,2988,617,526,441,7411,,,CNY,17.019,18.024,20.484,,1.48,1.47,1.55,,601.998,704.235,796.15,,05.08,5.338,6.304,,560.165,658.512,739.504,,41.833,45.723,56.646,,10.18,-20.59,-16.763,,173.788,187.208,217.349,
CHINA MEDICAL SYSTEM HOLDINGS,China Medical System Holdings Limited,3846,3484,3450,759,913,537,,,,CNY,6.074,6.946,8.337,9.15,0.7905000000000001,1.0237,1.2228,1.3281,11.171,12.701,15.808,17.754,1.961,2.53,3.017,3.259,1.655,1.598,2.961,3.016,9.516,11.103,12.847,14.737,-0.309,-0.354,-1.52,-1.178,9.473,11.621,13.326,14.589
SICHUAN NEW ENERGY POWER COMPANY LIMITED,Sichuan New Energy Power Company Limited,3102,2890,,568,,,,,,CNY,2.051,1.997,4.845,3.801,0.17,0.21,0.24,,7.246,9.234,18.362,19.348,0.215,0.153,0.344,0.71,3.024,4.684,11.014,10.569,4.222,4.55,7.348,8.779,-0.393,-1.877,-1.683,-1.869,5.62,7.036,11.251,11.737
HANGZHOU ROBAM APPLIANCES,"Hangzhou Robam Appliances Co., Ltd.",2982,3360,2881,534,445,411,,,,CNY,7.761,8.129,10.148,10.272,1.6800000000000002,1.75,1.41,1.67,10.652,12.458,13.906,15.04,1.59,1.661,1.332,1.572,3.678,4.264,5.14,5.182,6.974,8.194,8.766,9.858,1.056,-1.218,-0.861,-0.044,6.864,8.051,8.627,9.732
HANGZHOU CHANGCHUAN TECHNOLOGY,"Hangzhou Changchuan Technology Co.,Ltd",3447,4343,7321,664,1446,,924,,,CNY,0.399,0.804,1.511,2.577,0.021053,0.14,0.37,0.77,1.321,1.867,3.319,4.691,0.012,0.085,0.218,0.461,0.325,0.593,0.996,1.839,0.997,1.274,2.323,2.853,0.024,-0.039,-0.178,-0.415,0.997,1.091,1.768,2.368
GREENTOWN CHINA HOLDINGS,Greentown China Holdings Limited,3709,4289,4055,730,734,697,8081,,,CNY,61.593,65.783,100.24,,0.55,01.05,1.31,,337.092,414.282,521.044,,2.48,3.796,4.469,,267.937,329.692,413.398,,69.155,84.59,107.646,,-21.026,-11.886,-30.721,,109.509,137.636,140.844,
DONG-E-E-JIAO,"Dong-E-E-Jiao Co.,Ltd.",3514,4631,3718,678,672,597,4509,,,CNY,2.959,3.409,3.849,4.042,-0.7000000000000001,0.07,0.68,,11.654,10.95,11.628,12.631,-0.444,0.043,0.44,0.78,1.631,1.173,1.633,2.281,10.023,9.777,9.995,10.351,1.837,-0.97,-0.963,0.59,9.975,9.731,9.973,10.329
"CAIDA SECURITIES CO., LTD.","Caida Securities Co., Ltd.",,,,,,,,,,CNY,1.813,02.05,2.524,1.643,0.22,0.19,0.22,0.09,34.214,39.136,45.292,43.843,0.609,0.532,0.68,0.302,25.544,30.208,34.129,32.7,8.671,8.928,11.164,11.144,-0.075,-0.065,-0.1,-0.098,8.667,8.924,11.159,11.139
SHENZHEN SENIOR TECHNOLOGY MATERIAL CO. LTD,"Shenzhen Senior Technology Material Co., LTD",3881,3490,7593,766,1119,,,,,CNY,0.6,0.967,1.861,2.88,0.154383,0.180197,0.26,0.6000000000000001,5.329,5.721,7.617,13.701,0.136,0.121,0.283,0.719,2.854,2.782,3.234,5.118,2.475,2.939,4.382,8.583,-1.292,-0.267,-1.405,-5.297,3.517,3.433,4.797,10.638
YANGZHOU YANGJIE ELECTRONIC TECHNOLOGY,"Yangzhou Yangjie Electronic Technology Co., Ltd.",3223,4429,6974,610,809,,2771,,,CNY,2.007,2.617,4.397,,0.48,0.8,1.51,,3.529,4.087,7.394,,0.225,0.378,0.768,,0.891,1.081,2.16,,2.638,3.006,5.233,,0.01,-0.448,-1.658,,2.553,2.904,5.183,
HUBEI ENERGY GROUP,"Hubei Energy Group Co., Ltd.",3258,3816,3293,620,676,508,,,,CNY,15.811,17.023,22.618,20.578,0.23,0.38,0.36,0.18,60.365,60.167,73.073,79.475,1.499,2.457,2.339,1.163,26.768,25.113,36.718,42.752,33.597,35.054,36.355,36.723,-6.314,-2.087,-3.669,-6.207,40.366,41.524,50.721,56.799
CHINA LITERATURE,China Literature Limited,2715,2146,2910,457,327,421,2000,,,CNY,8.348,8.526,8.668,,1.1,-4.48,1.83,,26.25,21.316,23.297,,1.096,-4.484,1.847,,6.839,6.217,6.11,,19.411,15.099,17.187,,-1.295,-4.189,0.936,,19.397,15.785,17.569,
RLX TECHNOLOGY INC.,RLX Technology Inc.,2925,2312,,519,,,,,2021,CNY,1.549,3.82,8.521,5.333,0.030739,-0.082469,1.445,1.092,1.444,04.06,16.365,16.379,0.048,-0.128,2.025,1.441,1.338,2.551,2.846,0.838,0.106,1.509,13.519,15.54,-0.498,-1.813,-7.871,-4.133,0.106,1.509,13.515,15.569
XIAMEN TUNGSTEN,"Xiamen Tungsten Co.,Ltd.",3350,2949,4354,641,714,757,13819,,,CNY,17.396,18.964,31.852,48.223,0.1847,0.4368,0.8384,1.0285,23.471,25.104,32.421,39.799,0.261,0.614,1.181,1.446,13.696,15.177,19.693,23.739,9.776,9.926,12.728,16.06,-2.079,-1.296,-1.475,-1.946,9.713,9.686,13.083,17.561
"GIANT BIOGENE HOLDING CO., LTD.","Giant Biogene Holding Co., Ltd.",,,,,,,,,,CNY,0.957,1.19,1.552,2.364,0.556933,0.833444,0.8351400000000001,,1.797,2.651,7.878,3.138,0.552,0.826,0.828,1.002,0.645,2.193,6.861,0.301,1.151,0.458,1.017,2.837,-0.59,-0.521,1.563,-0.859,1.148,0.458,1.017,2.833
SINOPEC SHANGHAI PETROCHEMICAL COMPANY,Sinopec Shanghai Petrochemical Company Limited,2907,3786,2600,992,1030,853,8230,1972,,CNY,88.056,61.561,75.889,72.655,0.205,0.06,0.192,-0.263,45.494,44.619,46.921,41.137,2.216,0.645,2.073,-2.846,15.5,15.284,16.543,14.781,29.994,29.335,30.377,26.355,-4.623,-3.888,-2.359,,29.863,29.198,30.942,26.928
WESTERN SECURITIES,"Western Securities Co., Ltd.",3004,3191,2783,540,479,395,,,,CNY,3.697,5.18,6.743,5.306,0.1742,0.319,0.3155,0.0958,48.598,63.863,85.118,95.665,0.61,1.117,1.41,0.428,30.862,37.755,57.909,68.506,17.737,26.108,27.209,27.159,-0.086,-0.11,-0.196,-0.105,21.461,34.56,45.185,51.76
"WUXI AUTOWELL TECHNOLOGY CO.,LTD.","Wuxi Autowell Technology Co.,Ltd.",4625,4859,,984,,,,,,CNY,0.754,1.144,2.047,,0.682759,1.213793,2.593103,,1.38,2.98,4.282,,0.073,0.155,0.371,,0.928,1.89,2.854,,0.452,01.09,1.428,,-0.007,-0.595,0.058,,0.451,01.09,1.408,
CHINA SUNTIEN GREEN ENERGY CORPORATION,China Suntien Green Energy Corporation Limited,2666,3318,7272,443,712,,,2010,,CNY,11.943,12.511,15.985,18.561,0.36,0.38,0.5700000000000001,0.53,45.955,57.258,71.918,77.409,1.415,1.511,2.16,2.294,31.205,40.562,48.153,52.223,14.75,16.695,23.764,25.185,-6.103,-9.814,-7.311,-7.649,30.91,39.087,49.39,52.394
HAN'S LASER TECHNOLOGY INDUSTRY GROUP,"Han's Laser Technology Industry Group Co., Ltd.",2209,2644,2276,354,379,305,,1996,,CNY,9.563,11.942,16.332,14.961,0.61,0.93,1.9,1.15,17.893,21.345,27.181,31.912,0.642,0.979,1.994,1.21,8.815,11.246,15.124,16.496,9.078,10.099,12.056,15.416,-1.194,-1.158,-2.422,-1.239,11.035,12.622,14.303,18.279
SHENZHEN ENERGY GROUP,"Shenzhen Energy Group Co., Ltd.",2852,3134,3555,498,587,563,7384,,,CNY,20.817,20.455,31.57,37.525,0.36,0.78,0.37,0.3,96.112,114.062,131.507,141.267,1.701,3.984,2.129,2.199,62.527,72.209,81.92,86.946,33.585,41.854,49.587,54.321,-9.693,-15.154,-11.136,-14.195,55.166,77.033,88.282,89.286
AVICOPTER,Avicopter Plc,2585,3317,3212,425,466,494,,1999,,CNY,15.795,19.655,21.79,19.473,0.9979,1.2853,1.5492,,26.331,26.306,27.027,27.694,0.588,0.758,0.913,0.387,17.856,17.138,17.1,17.638,8.475,9.168,9.928,10.056,-0.089,-0.16,-0.477,-0.042,8.18,9.033,9.72,9.83
CHINA MEHECO GROUP,"China Meheco Group Co., Ltd.",6333,6930,5186,1471,1018,952,,,,CNY,35.285,39.312,36.234,,0.656,0.876143,0.432571,,29.833,33.192,31.111,,0.981,1.311,0.647,,18.822,20.974,18.601,,11.011,12.218,12.509,,-3.106,-0.328,-0.254,,10.117,11.886,13.24,
HEBEI YANGYUAN ZHIHUI BEVERAGE,"Hebei Yangyuan ZhiHui Beverage Co., Ltd.",3012,3013,3026,541,524,448,,,,CNY,7.459,4.427,6.906,5.923,2.1298,1.2468,1.668,1.165,15.11,15.067,15.884,15.064,2.695,1.578,2.111,1.474,2.697,3.228,3.42,3.546,12.413,11.838,12.465,11.518,-2.507,0.93,-0.132,2.052,12.413,11.838,12.462,11.515
SAILUN GROUP,"Sailun Group Co., Ltd.",2788,3497,5656,479,979,,,2002,,CNY,15.128,15.405,17.998,,0.47,0.62,0.45,,17.877,21.056,26.173,,1.195,1.491,1.313,,10.468,12.246,15.035,,7.409,8.81,11.137,,-1.363,-1.95,-2.482,,8.972,9.665,13.701,
COSCO SHIPPING DEVELOPMENT,"COSCO SHIPPING Development Co., Ltd.",2853,3255,3631,499,621,579,29379,,,CNY,14.229,18.983,37.168,25.634,0.1283,0.1566,0.4979,0.29,144.494,146.039,132.616,128.147,1.743,2.131,6.091,3.922,120.286,121.669,99.927,99.252,24.208,24.37,32.689,28.894,-10.526,-5.029,-15.208,-0.301,87.332,78.186,78.034,85.414
ZHONGAN ONLINE P & C INSURANCE,,3093,2583,2497,563,386,349,3033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHENZHEN KEDALI INDUSTRY,"Shenzhen Kedali Industry Co., Ltd.",3228,4082,6516,611,783,,3036,,,CNY,2.23,1.985,4.468,8.654,1.13,0.84,2.33,,3.774,5.472,7.326,14.174,0.237,0.179,0.542,0.901,1.206,1.401,2.686,8.347,2.568,4.071,4.641,5.828,-0.457,-0.93,-0.937,-2.053,2.491,4.036,4.635,7.287
ZHEJIANG CHINA COMMODITIES CITY GROUP,"Zhejiang China Commodities City Group Co., Ltd.",3791,4270,3887,751,560,633,,,,CNY,4.043,3.726,6.034,7.62,0.23,0.17,0.25,0.2,31.323,28.75,31.015,32.111,1.255,0.927,1.334,1.105,18.239,15.175,16.384,16.83,13.084,13.575,14.631,15.281,0.102,0.636,1.651,-2.363,18.116,17.392,15.382,19.164
ZHEJIANG WOLWO BIO-PHARMACEUTICAL,"Zhejiang Wolwo Bio-Pharmaceutical Co., Ltd.",3670,4057,3757,721,434,609,1359,,,CNY,0.639,0.636,0.808,0.896,0.5697,0.5318,0.6455000000000001,,1.428,1.605,1.932,2.198,0.298,0.278,0.338,0.349,0.076,0.077,0.135,0.171,1.352,1.528,1.797,2.027,-0.607,-0.091,-0.212,-0.118,1.271,1.456,1.736,1.98
CECEP SOLAR ENERGY,"CECEP Solar Energy Co.,Ltd.",3472,4352,5993,668,784,,1833,,,CNY,5.011,5.305,7.016,9.236,0.303,0.3418,0.3927,0.4099,37.45,39.154,39.768,46.5,0.911,1.028,1.181,1.387,23.983,24.989,24.86,24.662,13.467,14.165,14.908,21.838,-2.422,-1.831,-0.719,-4.921,28.925,32.418,32.276,37.012
SHANDONG HI-SPEED COMPANY,Shandong Hi-speed Company Limited,3884,4003,3671,768,568,586,,,,CNY,7.445,11.365,16.204,18.486,0.65,0.453,0.597,,80.36,92.917,125.906,137.046,3.044,2.039,3.052,2.855,45.972,56.623,79.102,84.792,34.387,36.295,46.804,52.254,-9.006,-4.652,-6.802,-8.85,64.261,66.429,87.209,92.007
JIUMAOJIU INTERNATIONAL HOLDINGS LIMITED,Jiumaojiu International Holdings Limited,5334,3443,,1185,,,,,,CNY,2.687,2.715,4.18,,0.123304,0.09,0.23,,1.654,4.806,5.135,,0.164,0.124,0.34,,1.484,1.746,1.998,,0.171,03.06,3.138,,-0.19,-1.084,-0.49,,0.133,3.017,3.083,
TIANSHUI HUATIAN TECHNOLOGY,"Tianshui Huatian Technology Co., Ltd.",2723,3378,3977,460,462,678,22415,2003,,CNY,8.103,8.382,12.097,11.906,0.1134,0.2561,0.5025000000000001,0.2353,16.045,19.309,29.974,30.971,0.287,0.702,1.416,0.754,6.126,7.683,12.01,11.773,9.919,11.626,17.964,19.198,-3.983,-3.058,-5.679,-5.329,9.274,10.559,18.059,18.445
GUANGDONG ELECTRIC POWER DEVELOPMENT,"Guangdong Electric Power Development Co., Ltd.",3436,4547,3811,661,750,620,,,,CNY,29.36,28.329,44.167,52.661,0.22,0.39,-0.56,-0.5700000000000001,75.472,85.971,114.271,131.504,1.147,1.746,-3.148,-3.004,41.282,50.227,81.526,102.782,34.19,35.743,32.746,28.723,-4.786,-8.114,-9.131,-13.152,44.262,47.868,60.819,72.197
BANK OF SUZHOU,"Bank of Suzhou Co., Ltd.",4267,4576,2776,880,665,393,4249,,,CNY,9.307,10.302,10.765,11.663,0.718182,0.7000000000000001,0.85,01.07,343.472,388.068,453.029,524.549,2.473,2.572,3.107,3.918,314.518,356.837,418.74,484.087,28.953,31.231,34.289,40.462,4.212,-21.631,-20.406,-13.481,81.51,89.795,127.85,154.861
CHINA CONCH VENTURE HOLDINGS,China Conch Venture Holdings Limited,2061,2422,1801,321,300,235,4000,2013,,CNY,5.12,6.605,6.681,7.896,3.88,4.22,4.1,,42.172,54.328,68.919,75.38,6.996,7.618,7.458,15.959,9.409,14.35,22.262,28.207,32.762,39.977,46.657,47.172,-0.514,-3.124,-7.008,-4.848,37.346,47.16,58.408,62.358
NAVINFO,"NavInfo Co., Ltd.",3021,4248,2890,542,611,412,,,,CNY,2.31,2.148,03.06,3.347,0.1759,-0.1594,0.055,-0.1482,9.056,9.206,14.506,14.008,0.339,-0.309,0.122,-0.336,1.064,1.318,2.074,2.137,7.991,7.888,12.432,11.871,-0.679,-0.222,-0.961,-0.783,7.801,7.759,12.254,11.897
SICHUAN YAHUA INDUSTRIAL GROUP,"Sichuan Yahua Industrial Group Co., Ltd.",3469,3246,7465,667,808,,4025,,,CNY,3.197,3.25,5.241,,0.07,0.34,0.8200000000000001,,5.218,6.957,9.072,,0.072,0.324,0.937,,2.061,1.514,2.347,,3.157,5.442,6.725,,-0.341,0.021,-1.588,,3.82,5.408,6.495,
LIVZON PHARMACEUTICAL GROUP,Livzon Pharmaceutical Group Inc.,3126,3489,3151,579,510,476,8367,,,CNY,9.385,10.52,12.064,12.63,1.39,1.83,1.9,,17.976,20.591,22.372,24.865,1.303,1.715,1.776,1.909,5.701,6.951,8.061,9.929,12.275,13.64,14.311,14.936,-0.316,-0.468,-1.877,-1.23,11.167,12.468,13.641,15.85
AUTOHOME,Autohome Inc.,3764,3205,1525,744,228,188,,,2013,CNY,8.421,8.659,7.237,6.941,27.0,28.52,17.2,14.48,19.156,23.731,28.529,29.716,3.2,3.405,2.56,1.945,4.55,5.978,4.592,4.627,14.606,17.753,23.937,25.089,-1.168,-2.985,-3.813,,14.629,17.626,22.754,23.889
NORTH INDUSTRIES GROUP RED ARROW CO. LTD,"North Industries Group Red Arrow Co., Ltd",3285,4138,6031,628,1103,,,,,CNY,5.322,6.463,7.514,6.714,0.183,0.1972,0.3485,,11.011,12.167,14.031,15.003,0.255,0.275,0.485,0.819,2.823,3.649,05.02,5.251,8.188,8.518,9.011,9.752,-0.074,-0.197,-0.565,-0.206,8.236,8.518,9.011,9.832
SINOCELLTECH GROUP LIMITED,Sinocelltech Group Limited,4005,4554,,815,,,,,,CNY,0.003,0.0,0.134,,-2.09,-1.74,-1.99,,0.808,1.664,1.373,,-0.795,-0.713,-0.867,,0.773,1.075,1.604,,0.035,0.588,-0.231,,-0.072,-0.107,-0.184,,0.339,0.981,0.471,
XI'AN INTERNATIONAL MEDICAL INVESTMENT COMPANY,Xi'an International Medical Investment Company Limited,4294,4467,6480,887,683,,6737,,,CNY,0.991,1.607,2.921,2.711,-0.21,0.02,-0.37,-0.52,10.031,12.124,13.32,13.264,-0.404,0.045,-0.822,-1.177,5.035,7.091,7.989,9.013,4.996,5.033,5.331,4.251,-2.536,-1.104,-1.2,-0.818,8.111,8.907,9.778,7.725
HENGDIAN GROUP DMEGC MAGNETICS,"Hengdian Group DMEGC Magnetics Co. ,Ltd",3587,4374,5214,701,679,957,14468,,,CNY,6.564,8.106,12.607,19.451,0.42,0.6231,0.6900000000000001,01.03,8.5,10.24,13.177,17.61,0.691,1.014,1.12,1.669,3.157,4.2,6.409,9.838,5.342,06.04,6.769,7.771,-0.333,-1.19,-1.168,-0.908,5.342,6.032,6.748,7.75
